brygada,czas
4,05:03:00
6,05:22:00
8,05:42:00
9,06:02:00
011,06:21:00
2,06:33:00
3,06:46:00
4,07:00:00
013,07:12:00
6,07:21:00
7,07:29:00
8,07:37:00
014,07:45:00
9,07:53:00
10,08:01:00
1,08:09:00
011,08:17:00
2,08:25:00
3,08:33:00
012,08:41:00
4,08:49:00
5,08:57:00
013,09:05:00
6,09:13:00
7,09:23:00
8,09:35:00
014,09:40:00
9,09:47:00
10,09:59:00
1,10:11:00
2,10:23:00
3,10:35:00
4,10:47:00
5,10:59:00
6,11:11:00
7,11:23:00
8,11:35:00
9,11:47:00
10,11:59:00
1,12:11:00
2,12:23:00
3,12:35:00
4,12:47:00
5,12:59:00
6,13:11:00
7,13:23:00
8,13:35:00
9,13:47:00
10,13:59:00
1,14:11:00
2,14:24:00
3,14:36:00
4,14:48:00
5,15:00:00
6,15:12:00
7,15:21:00
8,15:29:00
014,15:37:00
9,15:45:00
10,15:53:00
1,16:01:00
011,16:09:00
2,16:17:00
3,16:25:00
012,16:33:00
4,16:41:00
5,16:49:00
013,16:57:00
6,17:05:00
7,17:13:00
8,17:21:00
014,17:29:00
9,17:37:00
10,17:45:00
1,17:53:00
011,18:01:00
2,18:09:00
3,18:17:00
012,18:24:00
4,18:32:00
5,18:40:00
013,18:48:00
6,18:59:00
7,19:11:00
014,19:23:00
9,19:35:00
10,19:47:00
011,19:59:00
2,20:10:00
012,20:22:00
4,20:32:00
013,20:45:00
7,21:02:00
014,21:22:00
9,21:42:00
10,21:51:00
2,22:02:00
4,22:22:00
013,22:42:00
7,23:02:00
014,23:22:00
9,23:42:00
2,24:02:00
